Video ID,Cleaned Comment,Movie Rating,Volgur Comment,Movie Category
9IkS9sGJeeg,2ns half also beautiful no issues for any one edho reviews laga bagundi ante judge chestharua ne Badam me andariki vundi ani telsu,Very Good,No,Not Able to Judge
9IkS9sGJeeg,Bomma Black buster 🔥🔥,Excellent,No,Not Able to Judge
9IkS9sGJeeg,Film is very entertaining 🎉🎉,Excellent,No,Not Able to Judge
9IkS9sGJeeg,Block buster,Excellent,No,Not Able to Judge
9IkS9sGJeeg,Chiru. Super Movie block buster🎉🎉🎉🎉,Excellent,No,Not Able to Judge
9IkS9sGJeeg,BOSS come back movie,Neutral,No,Not Able to Judge
9IkS9sGJeeg,Movie is too good 4 5,Very Good,No,Not Able to Judge
9IkS9sGJeeg,Super డూపర్ తోపు అని కాదు కానీ ok ఫ్యామిలీ ఎంజాయ్ చేస్తారు 🎉,Very Good,Yes,Not Able to Judge
9IkS9sGJeeg,"both halfs are equally good and without villan thread movie would have been incomplete m for sure it will connect to masses, its a full meal movie and will appeal to all section of audience.",Very Good,No,Not Able to Judge
9IkS9sGJeeg,Chiruuuuuuuu ichi padesadu malli chudali 🧿,Very Good,No,Not Able to Judge
9IkS9sGJeeg,Naku ayethey Rendu work out ayyayi full movie was blast,Excellent,No,Not Able to Judge
9IkS9sGJeeg,Anil Ravipudi dorakadu. edo magic chestadu.. Pakka Family Entertainer 🎉,Very Good,No,Not Able to Judge
J7bbeWQYJTU,Movie auper nachanollu sadhuvukovali ani feeling,Very Good,No,Not Able to Judge
J7bbeWQYJTU,"2nd half okay one time chudochu. Kani first half mottham waste, rotta, dolla. Mugguru heroines avsrame ledhu asalu heroines ye oddhu ee movie ki. Concept bavundhi, kaani mavrik maruthi ki thiyadam raaledhu",Not Good,No,Not Able to Judge
J7bbeWQYJTU,Definitely need not be a 3hrs movie. Storyline is good. And i liked the movie.,Neutral,Yes,Not Able to Judge
J7bbeWQYJTU,Excellent movie..Don t follow negative reviews,Very Good,No,Not Able to Judge
J7bbeWQYJTU,"Movie emo kani ,Church scenes chala Baunnay,prabhas pic chusi ventane jesus pic,heroine prabhas ni god tho imagine cheskune scene raje yuvaraje bgm ,crazyy",Neutral,No,Not Able to Judge
J7bbeWQYJTU,1 05 What a experience annaya,Neutral,Yes,Not Able to Judge
J7bbeWQYJTU,Baledhu anna movie,Poor,No,Not Able to Judge
J7bbeWQYJTU,Cinema mottam trailer lo undi and Trailer lo unnadi Cinema lone ledu .,Poor,No,Not Able to Judge
J7bbeWQYJTU,2026 starts with A Rodd,Poor,No,Not Able to Judge
J7bbeWQYJTU,"Darling ni waste chesadu , director ni.",Poor,No,Not Able to Judge
J7bbeWQYJTU,North vallaki nacchindi meku ayndi ra babu inta negative,Neutral,No,Not Able to Judge
J7bbeWQYJTU,This is not anyone s cup of coffee,Poor,No,Not Able to Judge
J7bbeWQYJTU,"RaajaSaab is a three hour long movie that lacks emotional depth, comedy, and horror elements. Neither the comedy nor the fantasy aspects of the movie work. When the movie was initially announced, there was significant backlash surrounding Maruthi and his story and direction capabilities. The director had the opportunity to prove everyone wrong about these aspects, but unfortunately, RaajaSaab only added more reasons for the backlash. Additionally, the charm in Prabhas s face is lost, and I don t think we ll ever see the Darling Prabhas again.",Neutral,No,Not Able to Judge
J7bbeWQYJTU,Don t take seriously bro! Maruti is like Darling nuvvu nee gap lo dates ivvu chaalu.,Neutral,No,Not Able to Judge
J7bbeWQYJTU,"Totally crap of a movie, prabhas should never believe in maruthi",Poor,No,Not Able to Judge
J7bbeWQYJTU,Nuv Oka cinema thisthey chudalani undhi directoruu.,Poor,No,Not Able to Judge
J7bbeWQYJTU,"No story, no screenplay 😂😂😂",Poor,No,Not Able to Judge
J7bbeWQYJTU,movie chala baa undi guys movie ni movie la choodandi inni avasaram ledu,Very Good,No,Not Able to Judge
J7bbeWQYJTU,మారుతీ.. వెళ్లి అరటిపళ్ళు అమ్ముకో.🎉🎉🎉😅,Neutral,No,Not Able to Judge
J7bbeWQYJTU,Maruti 3 hour s Enduku,Poor,No,Not Able to Judge
J7bbeWQYJTU,Nenu movie etla unna podham anukunna before hike 150 after hike 300 kani now not interested,Not Good,No,Not Able to Judge
J7bbeWQYJTU,"Maruti interviews will be like same , laagg and disconnected conversations",Poor,No,Not Able to Judge
J7bbeWQYJTU,1000 rupees ticket konukkuni vella fans unnanta varaku.😅 ilanti cinemale vastaayi.,Poor,No,Not Able to Judge
J7bbeWQYJTU,Movie was very well executed and these reviews are for negative propaganda,Very Good,No,Not Able to Judge
J7bbeWQYJTU,Trailer lo leni content movie lo em undho evaraina cheppagalaraa?,Neutral,No,Not Able to Judge
J7bbeWQYJTU,Waste of time and waste of money,Poor,No,Not Able to Judge
J7bbeWQYJTU,Oka atleast sharat Chandrika song undhi dhani kosam koncham edho ala ala,Not Good,No,Not Able to Judge
J7bbeWQYJTU,Maruthi ni em cheyyaalo teliyatlaa scam cheyyachu ee range lo kaadu. Omrauuth better veedi kannaa,Poor,No,Not Able to Judge
J7bbeWQYJTU,Movie is good Prabhas acting and looks keka asalu. e medhavula opinion kadhu general Audience liking the Movie,Very Good,No,Not Able to Judge
J7bbeWQYJTU,"Filmmakers should write scenes that should the story s narrative or progress towards the conflict or the story s goal, rather than what the audience wants to see.",Neutral,No,Not Able to Judge
J7bbeWQYJTU,Cinema bagundhi ra,Very Good,No,Not Able to Judge
J7bbeWQYJTU,Prabhas garu should concentrate more on script selection..he is some how not being able to select good scripts according to his image..he should appoint good script and screenplay writers in his team..everything will be good,Poor,No,Not Able to Judge
J7bbeWQYJTU,Cinema motham trailer lo undhi hits hard 😢,Poor,No,Not Able to Judge
J7bbeWQYJTU,Movie baguvudi,Very Good,No,Not Able to Judge
J7bbeWQYJTU,maruti go to pb room 😂😂😂😂😂,Poor,No,Not Able to Judge
J7bbeWQYJTU,సినిమా నీ బతికించాడి రా చాపకడి రా మీ లా రివ్యూస్ వల్ల సినిమా చూశా ఇంట్రెస్ట్ పోతుంది ఆడిన్స్ కి చి మీరు మారారు మీ జన్మ ఇంత,Neutral,No,Not Able to Judge
J7bbeWQYJTU,idhi kida tea kadhu antav..ok,Neutral,Yes,Not Able to Judge
J7bbeWQYJTU,RVS 🔥,Very Good,No,Not Able to Judge
J7bbeWQYJTU,RAJA SAAB BORE MAX SAAB,Poor,No,Not Able to Judge
J7bbeWQYJTU,Attar Flop Movie 😂😂😂,Poor,No,Not Able to Judge
J7bbeWQYJTU,Anna nidhra poyadu ra cinema hall lo face chustai ardam avvatla😂😂😂,Poor,No,Not Able to Judge
J7bbeWQYJTU,5 19 King jayasurya vibes 😂😂😂,Very Good,No,Not Able to Judge
J7bbeWQYJTU,Ee mathram dhaniki 377rs ticket price anta.. boycott chesi mingadi ee hike unna cinemalu anni,Poor,No,Not Able to Judge
J7bbeWQYJTU,You are too generous,Neutral,No,Not Able to Judge
J7bbeWQYJTU,It s not u r Cup of tea bro 😂😂,Poor,No,Not Able to Judge
ZEVWK8tpKKk,2nd half down 👎 .killed hit factor of movie.,Not Good,No,Not Able to Judge
ZEVWK8tpKKk,Skanda good movie,Neutral,No,Not Able to Judge
ZEVWK8tpKKk,Naku ithe konchem 2008 lo vochina rajinikanth jagapathi babu kathanayakuda movie la anipinchindhiii,Neutral,No,Not Able to Judge
ZEVWK8tpKKk,Block buster,Excellent,Yes,Not Able to Judge
ZEVWK8tpKKk,Moddee 😂😂😂🎉🎉🎉🎉,Poor,Yes,Not Able to Judge
ZEVWK8tpKKk,Bomma block buster 🎇🎇🎇,Excellent,No,Not Able to Judge
ZEVWK8tpKKk,Ekda chusina postive talk nuv okkadive ra saami,Very Good,No,Not Able to Judge
ZEVWK8tpKKk,Worst movie 0.5,Poor,No,Not Able to Judge
ZEVWK8tpKKk,Cinema Chawla bagundi anta,Very Good,No,Not Able to Judge
ZEVWK8tpKKk,"Brother, better you stop giving reviews. In the sense of urgency and to be first in giving reviews, you are not judging the movie properly. Your recent reviews on K Ramp and Ramboi were some examples Credibility building is more important than presenting it first",Neutral,No,Not Able to Judge
ZEVWK8tpKKk,Nak 2nd half nachindhi🎉😂,Neutral,No,Not Able to Judge
ZEVWK8tpKKk,Heroine bhagyasri flops continue.,Poor,No,Not Able to Judge
ZEVWK8tpKKk,Blockbuster movie 🔥🔥,Excellent,No,Not Able to Judge
ZEVWK8tpKKk,Stupid already cinema Blockbuster,Excellent,No,Not Able to Judge
ZEVWK8tpKKk,gangaarpanam 🙏,Poor,No,Not Able to Judge
ZEVWK8tpKKk,"Ediniuda poyindhi ani talk vanchindhi, papam ram Garu, next time better luck 😢",Poor,No,Not Able to Judge
ZEVWK8tpKKk,Kuyya బాగుంది ra jaffa,Very Good,Yes,Not Able to Judge
ZEVWK8tpKKk,Utter flop movie ra 😅😅😅😅,Poor,Yes,Not Able to Judge
ZEVWK8tpKKk,Movie is good 🎉,Neutral,No,Not Able to Judge
ZEVWK8tpKKk,E types movies already 10 years back a vachisindi,Poor,No,Not Able to Judge
ZEVWK8tpKKk,Ee cinema kuda poyinattey 🙄🙄🙄,Poor,No,Not Able to Judge
ZEVWK8tpKKk,సినిమా బాగానే ఉంది le ra naayana.🤦,Very Good,No,Not Able to Judge
ZEVWK8tpKKk,Iron leg ayindhii ka bayya Bhagyashree 😂,Poor,No,Not Able to Judge
ZEVWK8tpKKk,Movie addiripoindra nayana entra nannu nenu chuskunnattu vundi😮,Excellent,No,Not Able to Judge
ZEVWK8tpKKk,2hrs 45mins antay 🧐 theatre lo lagagalamaa? Lekapothe OTT lo skip cheskuntchuste better awaa,Poor,No,Not Able to Judge
ZEVWK8tpKKk,Finally hit ram,Very Good,No,Not Able to Judge
ZEVWK8tpKKk,🎉🎉🎉🎉 block buster. .🎉🎉🎉 Movie usa,Excellent,No,Not Able to Judge
ZEVWK8tpKKk,Jai ram pathineni ANA big fanc taluka 👀🎉🎉🎉🎉,Excellent,No,Not Able to Judge
ZEVWK8tpKKk,Movie super,Very Good,No,Not Able to Judge
ZEVWK8tpKKk,Cinema theatre ki velli enjoy cheyocha,Very Good,No,Not Able to Judge
EcuvtkyplT8,Cinema Nibba la kantee Dharidranga undhi 😂 Paiga PG ani Tag okati 😂 Characters not realistic completely road roller.. Worrest movie I ever seen,Poor,No,Not Able to Judge
EcuvtkyplT8,"OTT lo chuse movie guys , theater lo ayte bore kodutundi 2nd half full drag chesesaru Rashmika acting ayte vellu lepeanta ayte ledu gani previous movies ki compare cheste idi bagundi deekshit hero acting next level untundi , i don t know evaru hero acting gurinchi matladam ledu vere industry hero anemo",Not Good,No,Not Able to Judge
EcuvtkyplT8,Krishna Leela movie is better to watch,Poor,No,Not Able to Judge
EcuvtkyplT8,Annibagunnai Cinema baledhu,Poor,No,Not Able to Judge
EcuvtkyplT8,👎👎👎👎,Poor,No,Not Able to Judge
EcuvtkyplT8,Next year rashmika acting career coming to 10yrs ..next shed ke 😂😂😂,Poor,No,Not Able to Judge
EcuvtkyplT8,Venakala kaneesam cinema poster ayna pettu bro edit lo maree aa cloth baledu,Not Good,No,Not Able to Judge
EcuvtkyplT8,Chusinavalu movie bagaledu antunnaru,Poor,No,Not Able to Judge
EcuvtkyplT8,Bad miove Bro 😂😂,Poor,No,Not Able to Judge
EcuvtkyplT8,Ott ekuva bhai ee movie ki don t waste money,Poor,No,Not Able to Judge
EcuvtkyplT8,Movie dengindhi,Poor,No,Not Able to Judge
HhvFsXFIVZ0,OG Zandu balm movie ra babu 😂😂,Poor,No,Not Able to Judge
HhvFsXFIVZ0,I am watch the OG movie and I like So So So So So much OG because Storyline and colours and movie villain Omi I like this villain,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,I need og2 now,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,Movie mental yekkipoyindhi bro aslu. Movie chusaka naku japan vellali anipistundi,Excellent,No,Not Able to Judge
HhvFsXFIVZ0,Thaman bgm super kani mixing sarigga cheyara loud gs vundhi,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,Miku nachina movies ki logics em avasaram ledu adey other movies aitey logics payoffs setups cliffhangers cinematography music anni bagundali,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,Theater lo sevalu lesthaii🔥🔥🔥,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,"Its not about only PK Every character got good role Whole Gangster set up was good There is a small world building Technically, wo",Very Good,No,Not Able to Judge
HhvFsXFIVZ0,"OG prati okkadiki nachindhi oka paytm gallaki tappa 😂😂😂😂😂😂😂,",Not Good,No,Not Able to Judge
HhvFsXFIVZ0,Endhi ra e ruddhudu litrelly indhake chusa movie style over substance asalu chala unnecessary elevations as a fan panja movie thop untadhi dhinikanna sahoo ni endhuku irikincharo ardham kavatle mi andharki ippudu ardham avvatle just festival one week lo washout ayipothadhi movie strong drama ledhu,Not Good,No,Not Able to Judge
HhvFsXFIVZ0,"Orey naku kani theatre lo vere cinema vessadu ha, meru ecchae hype ki cinema ki em sambandham ledhu enti ra, as general audience i am saying run raja and saho are 200 best movies than this.",Not Good,No,Not Able to Judge
HhvFsXFIVZ0,Witnessed the BEAST bro.. Madd maxxx theatrical experience till date. Inkaa Dimak line tirugutundi 💥💥,Excellent,No,Not Able to Judge
HhvFsXFIVZ0,Positives thaman anna music performance wise sriya reddy performance bagundi migata valu perfomances kudda bagunyi Sujeeth movie antey technical values top notch untayi PK ni Baga present chesadu Sujeeth interval aa samurai oka story inka police station scene🔥. Negitives kani story galiki odileysadu proceedings em pedda em intresting gaa velaledu PAM maha thalli anukuna vidanganey akkada maku performance em kanapadledu commercial cinema loo logics vetakamu gani mari koni scenes untayi example emran Hashmi PAM ni champutadu but adey time ki port loo ela untadu inka off course Sujeeth interview loo chepinatu unadu trim chesam Edo scene ani but important scene ni anavasaranga cut chesaru continuity lekunda poyindi illogical scenes chala unayi character development leddu expect og ki thapa villan character chala weak undi hero villan face off kudda pedda em leddu akkada sahoo connection kuda LCU loo Leo ni irikinchinatu Edo ala irikincharu.Finally fans ki ayite worthy repeated stuff 🔥🔥but regular audience ki matram decent okayish one 😊.Nuvu paid kadu gani bro telugu pedda hero movies ki nuvu reviews fans emana antaru emo ani genuine gaa ivatledu lekka brain 🧠 motham pakana petti movie ki velli istunava logics vetakodu anav ok but movie ki mundhu andaru Sujeeth sahoo loo chesina mistakes rectify cheskuntadu Sujeeth is cooking something ani hype leyparu movie loo main debba esindi Sujeeth 😢. Enduku ela antunaa antey nuvu chusey hollywood stuff eppudu istuna movie review ki sambandam leddu Negitives kudda clear gaa chepu 🙂👍🏻Edo fandoms kosam ichinatu undi review 😢,Excellent,No,Not Able to Judge
HhvFsXFIVZ0,Movie bavundi bro,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,Maa theater lo vere movie play chesaru anukunta bro asalu bagaledu,Poor,No,Not Able to Judge
HhvFsXFIVZ0,Naku antha nachale broo 😂,Poor,No,Not Able to Judge
HhvFsXFIVZ0,🎉,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,OG🔥🔥,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,OG is not a movie it s experience nijamga powerstar ni ela choodali anukonnamo ala choosam . Chaalu adi maaku,Excellent,No,Not Able to Judge
HhvFsXFIVZ0,Movie matters Cinemawood,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,"I like music in title card bro, don t miss it",Very Good,No,Not Able to Judge
HhvFsXFIVZ0,Worst movie,Poor,No,Not Able to Judge
HhvFsXFIVZ0,Best review till date thanks bro,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,I enjoyed a lot,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,not a genuine review.. movie is not good..,Not Good,No,Not Able to Judge
HhvFsXFIVZ0,Anna Pawan Kalyan ni Ila chudalanukunnam chusam chalu,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,Movie Adiripoindi,Excellent,No,Not Able to Judge
HhvFsXFIVZ0,Block buster 🔥🔥🔥🔥🔥🔥🔥💯,Excellent,Yes,Not Able to Judge
HhvFsXFIVZ0,Block buster 🔥🔥🔥🔥🔥🔥💯,Excellent,No,Not Able to Judge
HhvFsXFIVZ0,"Entamma commerical cinema ani OG ke gurtochinda, story gurinchi matladakudada? Very nice amma Entha plot deviation untadhi. Manaki akkarleni japanese story kosam OG part 2 anta, akkarleni forced waaji city connection Action scenes baga design chesaru sare. Story chudakudada? Shortfilms ki raasevallu nayam anipinchindi Twitter lo fan lu ese pilla elevations ni dialogues ga pettukotam Entha predictable rotha story undi, completely illogical Adding to that. Fanmade edits and AI generations ni cinema lo godalaki thagilichukotam 🥲🥲??? Kaani manam matram movie enjoy cheyyali because it is OG 👌🏻👌🏻 Baaga kharchupettaru ani vankalu oddu there are so many movies which were mid but still better than OG in terms of dealing the cinema Edo treatment bagundi kada audience forgive chestaru ani ekkada padithe akkada liberty teeskunnadu, pure carelessness and gudda balupu You encourage amma very good, encourage",Very Good,No,Not Able to Judge
HhvFsXFIVZ0,"Pawan mass , thaman on fire but editing on the floor idk whether am I the only one but the editing or cuts of the film were discontinues like on the face 😑 ..",Not Good,No,Not Able to Judge
HhvFsXFIVZ0,కొంత మందికి పాపం డైజెస్ట్ కావడం లేదు.Just ఇప్పుడే చూసి వచ్చి కామెంట్ చేస్తున్న Cinema Super వుంది Great Experience Thanks To OG Team సినిమా🛐👏🏻👌🏻🙌🏻🇮🇳💥💥💥💥💥🇮🇳🙏🏻,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,సూపర్బ్ మూవీ అన్నయ్య Great To worth watch ఇన్ Theatres ఎంజాయ్ The మూవీ with యువర్ ఫ్యామిలీ🇮🇳👌🏻 👌🏻👏🏻💥🙏🏻,Very Good,No,Not Able to Judge
HhvFsXFIVZ0,I felt PK duration is very less in first half. Post interval tarwata aa range high moments lev bro,Neutral,No,Not Able to Judge
HhvFsXFIVZ0,This movie made for FANS only. Feast,Neutral,No,Not Able to Judge
HhvFsXFIVZ0,"Direction for video, videos for dialogues and music for audio. This movie is not movie and is not cinema also. It s just documentary",Poor,Yes,Not Able to Judge
HhvFsXFIVZ0,sorry this is ROD,Poor,No,Not Able to Judge
HhvFsXFIVZ0,"Same routine movie story 😂 lot of screen presence issues,not good experience",Poor,No,Not Able to Judge
HhvFsXFIVZ0,Lavda la undi modalo movie,Poor,Yes,Not Able to Judge
HhvFsXFIVZ0,ee year hype tho vachina movies ani disappoint chesayi OG okkate hype ki thagattu match chesindi bro,Very Good,No,Not Able to Judge
